Round,HAP 0,HAP 1,HAP 2,HAP 3,HAP 4
0,0.6730166673660278,0.4826333224773407,0.4966333210468292,0.8866666555404663,0.7265333533287048
1,0.46026667952537537,0.6659500002861023,0.6699333190917969,0.8620666861534119,0.8045333623886108
2,0.5955666899681091,0.778083324432373,0.7123333215713501,0.907716691493988,0.8120666742324829
3,0.7738333344459534,0.9139500260353088,0.7320833206176758,0.9222166538238525,0.9106333255767822
4,0.7537000179290771,0.942633330821991,0.8499500155448914,0.9236166477203369,0.8717666864395142
5,0.865933358669281,0.9710666537284851,0.8841999769210815,0.9645666480064392,0.8967666625976562
6,0.8428166508674622,0.8771166801452637,0.9240000247955322,0.9722499847412109,0.9150999784469604
7,0.8853833079338074,0.9273666739463806,0.9485666751861572,0.9784666895866394,0.9440333247184753
8,0.9747166633605957,0.8810666799545288,0.9622499942779541,0.9844333529472351,0.9729166626930237
9,0.9744833111763,0.8947833180427551,0.9848833084106445,0.9675999879837036,0.9643166661262512
10,0.9656999707221985,0.9904000163078308,0.9258000254631042,0.9778500199317932,0.9666333198547363
11,0.9674500226974487,0.9942499995231628,0.9280333518981934,0.9888333082199097,0.9649666547775269
12,0.9793499708175659,0.9652666449546814,0.8855833411216736,0.9938833117485046,0.9816333055496216
13,0.9257000088691711,0.9893666505813599,0.9607333540916443,0.9921666383743286,0.9743000268936157
14,0.9817833304405212,0.981166660785675,0.993399977684021,0.9871500134468079,0.9475499987602234
15,0.989549994468689,0.972000002861023,0.9949666857719421,0.9787166714668274,0.9706500172615051
16,0.9911166429519653,0.9822666645050049,0.9957833290100098,0.9771999716758728,0.9875333309173584
17,0.993149995803833,0.9811999797821045,0.9600499868392944,0.964033305644989,0.9927166700363159
18,0.9448000192642212,0.9797499775886536,0.9564499855041504,0.9957166910171509,0.9902499914169312
19,0.9814500212669373,0.9930166602134705,0.9781166911125183,0.9894999861717224,0.9720333218574524
20,0.9693166613578796,0.9444833397865295,0.9662833213806152,0.9664166569709778,0.9779499769210815
21,0.9939333200454712,0.9757500290870667,0.9891833066940308,0.9917500019073486,0.9743499755859375
22,0.9961166381835938,0.9962499737739563,0.9954833388328552,0.9893500208854675,0.9505166411399841
23,0.9877833127975464,0.972100019454956,0.9989333152770996,0.9809333086013794,0.9915333390235901
24,0.9733833074569702,0.9866999983787537,0.9329833388328552,0.9957000017166138,0.9869333505630493
25,0.9819499850273132,0.9895666837692261,0.9824833273887634,0.9952999949455261,0.9736166596412659
26,0.9954666495323181,1.0,0.9528666734695435,0.9671666622161865,0.993316650390625
27,0.9835166931152344,0.982283353805542,0.989983320236206,0.9923166632652283,0.9804666638374329
28,0.9947666525840759,0.9532666802406311,0.9968000054359436,0.9586499929428101,0.9726166725158691
29,0.9965833425521851,0.9767833352088928,0.9984333515167236,0.9938166737556458,0.9478499889373779
