Round,HAP 0,HAP 1,HAP 2,HAP 3,HAP 4
0,27.28310775756836,25.16343116760254,31.720584869384766,22.08982276916504,24.37854766845703
1,26.55421257019043,26.109710693359375,27.453365325927734,25.40268325805664,26.048675537109375
2,11.117880821228027,9.291974067687988,10.105572700500488,8.305685997009277,9.45606517791748
3,12.881494522094727,10.968369483947754,12.113067626953125,11.187207221984863,11.265401840209961
4,9.005355834960938,8.5507230758667,8.589456558227539,8.495542526245117,8.86455249786377
5,8.5523681640625,7.933554649353027,8.104955673217773,7.920962333679199,8.420143127441406
6,5.567102909088135,6.36650276184082,5.277435302734375,4.846890926361084,5.337894916534424
7,14.007251739501953,14.093076705932617,13.55955982208252,13.568046569824219,13.185003280639648
8,5.950363636016846,5.875202655792236,6.008845329284668,5.678714752197266,5.908474445343018
9,14.147736549377441,14.970512390136719,13.808661460876465,13.889281272888184,13.910852432250977
10,61.26165771484375,61.01142883300781,61.72494888305664,61.132877349853516,61.70016098022461
11,5.785074710845947,17.686704635620117,5.737598896026611,5.429904460906982,5.422749042510986
12,5.969724178314209,5.920198917388916,6.325117111206055,5.9773149490356445,6.002524375915527
13,8.700240135192871,8.622390747070312,8.712039947509766,8.617389678955078,8.502240180969238
14,11.232909202575684,5.935407638549805,5.776611328125,5.914399147033691,5.965074062347412
15,12.224209785461426,13.249160766601562,14.857430458068848,11.433438301086426,11.271748542785645
16,11.521679878234863,22.04503059387207,10.41439151763916,10.561870574951172,10.478469848632812
17,14.236554145812988,14.122876167297363,14.629196166992188,14.369409561157227,14.099862098693848
18,10.847274780273438,10.18630313873291,10.742401123046875,10.201257705688477,10.643526077270508
19,7.105038642883301,6.884888648986816,6.888626575469971,6.794846534729004,8.895063400268555
20,8.11539077758789,7.727591514587402,7.398257255554199,7.165431022644043,7.160843849182129
21,6.464960098266602,6.348808288574219,6.102409362792969,6.0662078857421875,6.111015319824219
22,12.457087516784668,11.78685188293457,11.823860168457031,11.821707725524902,12.402176856994629
23,14.198326110839844,17.68707275390625,14.202496528625488,13.930453300476074,13.777073860168457
24,21.93562889099121,21.6309871673584,21.717470169067383,21.739126205444336,21.86691665649414
25,11.277682304382324,11.237054824829102,11.263670921325684,11.183582305908203,11.461569786071777
26,13.561716079711914,13.57470703125,13.655945777893066,13.695911407470703,13.549101829528809
27,4.939105033874512,4.832278728485107,4.733849048614502,4.613396167755127,5.424805641174316
28,16.02379035949707,23.787212371826172,15.196491241455078,15.310197830200195,15.129793167114258
29,4.606439590454102,4.388286590576172,4.311934947967529,4.236177444458008,4.662598133087158
