Round,HAP 0,HAP 1,HAP 2,HAP 3,HAP 4
0,27.733793258666992,26.068422317504883,34.58771896362305,23.192655563354492,23.791820526123047
1,28.285951614379883,27.5189151763916,29.289762496948242,26.369670867919922,27.104082107543945
2,8.268832206726074,5.422908306121826,7.2124128341674805,5.026193141937256,6.074185371398926
3,19.63776969909668,17.054000854492188,18.891796112060547,16.8979549407959,17.896291732788086
4,5.973777770996094,5.2119011878967285,5.425046443939209,5.1449875831604,6.273534774780273
5,12.380928993225098,11.752791404724121,12.045624732971191,11.621136665344238,12.282483100891113
6,5.26742696762085,5.865050315856934,5.137160778045654,4.607213497161865,5.549152374267578
7,11.618762969970703,11.317219734191895,11.414628028869629,10.997152328491211,10.83151626586914
8,5.316501140594482,5.9840087890625,5.654871940612793,5.300185203552246,5.578603267669678
9,9.33829402923584,9.506584167480469,9.421443939208984,9.416356086730957,9.468503952026367
10,59.86374282836914,59.69314956665039,60.43069839477539,59.62672424316406,59.79294967651367
11,5.363989353179932,12.896068572998047,5.894333362579346,5.188387870788574,5.332216262817383
12,6.286075592041016,6.252772331237793,6.410611152648926,6.176830768585205,6.173794746398926
13,5.401595115661621,4.692929744720459,4.960949897766113,4.88798713684082,4.720287799835205
14,10.665672302246094,5.944936275482178,5.862899303436279,5.885782241821289,6.029935836791992
15,5.369393825531006,5.375970840454102,5.381636142730713,5.049678802490234,5.069423675537109
16,8.265366554260254,37.409942626953125,8.050514221191406,8.260919570922852,8.110471725463867
17,11.107728004455566,11.207640647888184,11.46582317352295,11.350370407104492,11.936328887939453
18,10.155097961425781,9.739372253417969,10.210269927978516,9.750540733337402,12.087610244750977
19,6.470705509185791,6.586389541625977,6.400675296783447,6.391082763671875,11.433469772338867
20,7.179955005645752,8.659768104553223,7.224271774291992,7.059525966644287,7.447085857391357
21,3.6657333374023438,4.240849018096924,3.524343252182007,3.5240707397460938,3.6759467124938965
22,8.653852462768555,8.666861534118652,8.639239311218262,8.71790885925293,9.851056098937988
23,11.120012283325195,26.324172973632812,11.608626365661621,11.247265815734863,11.21373462677002
24,18.489072799682617,18.52184295654297,18.589475631713867,18.539451599121094,18.94659996032715
25,11.814597129821777,11.964850425720215,11.816972732543945,11.74368953704834,11.990911483764648
26,10.290541648864746,10.336847305297852,10.510822296142578,10.374446868896484,10.381315231323242
27,6.247241497039795,5.193195819854736,5.013009071350098,5.087863445281982,6.055788993835449
28,12.098979949951172,21.722835540771484,11.851177215576172,12.206188201904297,11.946701049804688
29,4.271535396575928,4.597212791442871,4.307670593261719,4.261085033416748,5.188685894012451
