Round,HAP 0,HAP 1,HAP 2,HAP 3,HAP 4
0,0.6731833219528198,0.4745999872684479,0.41503334045410156,0.8584666848182678,0.6536499857902527
1,0.5515999794006348,0.7286666631698608,0.7322166562080383,0.7990999817848206,0.7512999773025513
2,0.7175833582878113,0.8239166736602783,0.7731500267982483,0.8782333135604858,0.7605999708175659
3,0.8440666794776917,0.892716646194458,0.8076833486557007,0.904366672039032,0.9049000144004822
4,0.9021166563034058,0.9385666847229004,0.8671666383743286,0.9350000023841858,0.85916668176651
5,0.9345166683197021,0.947516679763794,0.8760666847229004,0.9579499959945679,0.8700833320617676
6,0.8543833494186401,0.9333500266075134,0.9426500201225281,0.9586833119392395,0.8948166370391846
7,0.9032166600227356,0.8996666669845581,0.9762166738510132,0.9796500205993652,0.9777500033378601
8,0.9922166466712952,0.7764000296592712,0.9804999828338623,0.985883355140686,0.977566659450531
9,0.9901666641235352,0.9270333051681519,0.9899666905403137,0.9780499935150146,0.958216667175293
10,0.9915333390235901,0.9830666780471802,0.9322333335876465,0.9744166731834412,0.9831166863441467
11,0.9906833171844482,0.9843000173568726,0.9649666547775269,0.9890000224113464,0.9655666947364807
12,0.9748833179473877,0.98580002784729,0.9486333131790161,0.9944666624069214,0.9857000112533569
13,0.9260166883468628,0.992733359336853,0.986549973487854,0.9825166463851929,0.9718000292778015
14,0.9878333210945129,0.9828833341598511,0.9977499842643738,0.9909666776657104,0.9836500287055969
15,0.9993000030517578,0.9810166954994202,0.9993166923522949,0.9710500240325928,0.949833333492279
16,0.9993333220481873,0.970966637134552,0.9998999834060669,0.9905666708946228,0.987500011920929
17,1.0,0.9835833311080933,0.9660333395004272,0.9566333293914795,0.9995833039283752
18,0.9768166542053223,0.9954000115394592,0.9590833187103271,0.989883303642273,0.9857000112533569
19,0.9988333582878113,0.977150022983551,0.9789999723434448,0.9904500246047974,0.9738333225250244
20,0.9965999722480774,0.9652666449546814,0.988016664981842,0.9920166730880737,0.9754999876022339
21,0.998449981212616,0.9828000068664551,0.9988166689872742,0.9892833232879639,0.9507499933242798
22,0.9995166659355164,0.9995999932289124,0.9995999932289124,0.9890333414077759,0.9679166674613953
23,0.9968833327293396,0.962233304977417,0.9998666644096375,0.9829833507537842,0.9993166923522949
24,0.9987000226974487,0.9881666898727417,0.9907666444778442,0.9944166541099548,0.9938333630561829
25,0.9901999831199646,0.9920499920845032,0.9921500086784363,0.9949166774749756,0.977233350276947
26,0.9904999732971191,0.9944000244140625,0.9716833233833313,0.9919833540916443,1.0
27,0.9994666576385498,0.9869333505630493,0.9998999834060669,0.9949666857719421,0.994949996471405
28,0.999916672706604,0.9180999994277954,0.9980833530426025,0.9915333390235901,0.9760500192642212
29,0.999833345413208,0.9953833222389221,0.9948999881744385,0.9944000244140625,0.9518499970436096
