Round,HAP 0,HAP 1,HAP 2,HAP 3,HAP 4
0,0.09234999865293503,0.7682166695594788,0.5373333096504211,0.604449987411499,0.5157999992370605
1,0.474866658449173,0.7129666805267334,0.5834500193595886,0.29413333535194397,0.3211333453655243
2,0.7352833151817322,0.7556666731834412,0.5389333367347717,0.3159500062465668,0.4899166524410248
3,0.5593000054359436,0.8434500098228455,0.7042333483695984,0.6910833120346069,0.7629500031471252
4,0.7397833466529846,0.8737000226974487,0.7141833305358887,0.6434166431427002,0.7996333241462708
5,0.8400333523750305,0.7631499767303467,0.6352499723434448,0.7503166794776917,0.7727000117301941
6,0.775433361530304,0.7993166446685791,0.8001000285148621,0.8938666582107544,0.9429166913032532
7,0.8539666533470154,0.8183000087738037,0.8624500036239624,0.7031000256538391,0.8870499730110168
8,0.9187999963760376,0.8583333492279053,0.8194833397865295,0.7423666715621948,0.9259666800498962
9,0.7526999711990356,0.8669833540916443,0.8267166614532471,0.7580666542053223,0.8073833584785461
10,0.9073666930198669,0.9211166501045227,0.8864499926567078,0.8447499871253967,0.8845000267028809
11,0.8572166562080383,0.927483320236206,0.8449000120162964,0.7665166854858398,0.9019666910171509
12,0.8821666836738586,0.9486166834831238,0.875,0.8524666428565979,0.9749166369438171
13,0.9536833167076111,0.9301000237464905,0.8442833423614502,0.9120500087738037,0.9395666718482971
14,0.9440333247184753,0.8253333568572998,0.8784166574478149,0.8172666430473328,0.784583330154419
15,0.8840000033378601,0.9191333055496216,0.8396166563034058,0.540233314037323,0.9262666702270508
16,0.9661333560943604,0.9610333442687988,0.9244499802589417,0.8736666440963745,0.9708333611488342
17,0.9440666437149048,0.9439833164215088,0.9644833207130432,0.8550500273704529,0.9701333045959473
18,0.9760000109672546,0.9095166921615601,0.9230333566665649,0.8427666425704956,0.98089998960495
19,0.9565666913986206,0.8723999857902527,0.8935499787330627,0.8844000101089478,0.9731333255767822
20,0.9221166372299194,0.904449999332428,0.9503333568572998,0.8191999793052673,0.9711833596229553
21,0.975600004196167,0.8307166695594788,0.9247499704360962,0.8203166723251343,0.9344333410263062
22,0.9592833518981934,0.916783332824707,0.9173833131790161,0.6777666807174683,0.8697999715805054
23,0.9718999862670898,0.9238333106040955,0.9030166864395142,0.7716500163078308,0.8254833221435547
24,0.8936166763305664,0.9389166831970215,0.831933319568634,0.9283333420753479,0.9115999937057495
25,0.9293500185012817,0.9886166453361511,0.8898666501045227,0.8627166748046875,0.8840500116348267
26,0.9391000270843506,0.9611333608627319,0.9580166935920715,0.9595999717712402,0.9698833227157593
27,0.977400004863739,0.9774500131607056,0.934149980545044,0.7971833348274231,0.9165499806404114
28,0.886816680431366,0.9181666374206543,0.8854666948318481,0.582099974155426,0.9185000061988831
29,0.9243833422660828,0.8986166715621948,0.9363833069801331,0.609083354473114,0.9675666689872742
